# material: nickel 
# phonon heat capacity (DFT calculation spin resolved) 
# temperature [K], heat capacity [J/(m^3K)] 
1968.28 3.778155e+06
1971.62 3.778178e+06
1974.96 3.778201e+06
1978.30 3.778224e+06
1981.64 3.778246e+06
1984.97 3.778269e+06
1988.31 3.778291e+06
1991.65 3.778314e+06
1994.99 3.778336e+06
1998.33 3.778358e+06
