# material: nickel 
# electron-phonon coupling parameter G_ep, sum of majority and minority contributions (DFT calculation spin resolved) 
# temperature [K], g_ep [W/(m^3K)] 
1876.46 1.977200e+18
1879.80 1.976747e+18
1883.14 1.976293e+18
1886.48 1.975839e+18
1889.82 1.975384e+18
1893.16 1.974929e+18
1896.49 1.974473e+18
1899.83 1.974016e+18
1903.17 1.973559e+18
1906.51 1.973101e+18
1909.85 1.972643e+18
1913.19 1.972184e+18
1916.53 1.971725e+18
1919.87 1.971265e+18
1923.21 1.970805e+18
1926.54 1.970344e+18
1929.88 1.969883e+18
1933.22 1.969422e+18
1936.56 1.968960e+18
1939.90 1.968497e+18
1943.24 1.968034e+18
1946.58 1.967571e+18
1949.92 1.967108e+18
1953.26 1.966644e+18
1956.59 1.966179e+18
1959.93 1.965715e+18
1963.27 1.965250e+18
1966.61 1.964784e+18
1969.95 1.964318e+18
1973.29 1.963852e+18
1976.63 1.963386e+18
1979.97 1.962920e+18
1983.31 1.962453e+18
1986.64 1.961986e+18
1989.98 1.961518e+18
1993.32 1.961051e+18
1996.66 1.960583e+18
2000.00 1.960115e+18
